Nom,Type,Attribut,ATK,DEF,Niveau
Reverse Glasses,Trap Card,,,,
Reverse of Neos,Spell Card,,,,
Reverse Reuse,Trap Card,,,,
Reverse Trap,Trap Card,,,,
Reversible Beetle,Effect Monster,EARTH,1100,1500,3
Revival Gift,Trap Card,,,,
Revival Golem,Effect Monster,EARTH,100,2100,4
Revival Jam,Effect Monster,WATER,1500,500,4
Revival of Dokurorider,Spell Card,,,,
Revival of the Immortals,Trap Card,,,,
Revival Rose,Effect Monster,DARK,1300,1300,4
Revival Swarm,Spell Card,,,,
Revoke Fusion,Spell Card,,,,
Revolving Switchyard,Spell Card,,,,
"Rex, Freight Fur Hire",Effect Monster,EARTH,300,200,2
RGB Rainbowlution,Trap Card,,,,
Rhaimundos of the Red Sword,Normal Monster,EARTH,1200,1300,4
Rhinotaurus,Effect Monster,FIRE,1800,600,4
Ribbon of Rebirth,Spell Card,,,,
Ride of the Valkyries,Spell Card,,,,
Right Arm of the Forbidden One,Normal Monster,DARK,200,300,1
Right Leg of the Forbidden One,Normal Monster,DARK,200,300,1
Right-Hand Shark,Effect Monster,WATER,1500,1300,4
Rikka Flurries,Spell Card,,,,
Rikka Glamour,Spell Card,,,,
Rikka Konkon,Spell Card,,,,
Rikka Petal,Effect Monster,WATER,0,0,1
Rikka Princess,Effect Monster,WATER,0,0,4
Rikka Sheet,Trap Card,,,,
Rikka Tranquility,Trap Card,,,,
"Rilliona, the Magistus of Verre",Effect Monster,LIGHT,800,1800,4
Ring Announcer,Spell Card,,,,
Ring of Defense,Spell Card,,,,
Ring of Destruction,Trap Card,,,,
Ring of Magnetism,Spell Card,,,,
Riryoku,Spell Card,,,,
Riryoku Field,Trap Card,,,,
Riryoku Guardian,Spell Card,,,,
Rise of the Salamangreat,Spell Card,,,,
Rise of the Snake Deity,Trap Card,,,,
Rise Rank-Up-Magic Raidraptor's Force,Spell Card,,,,
Rise to Full Height,Trap Card,,,,
Risebell the Star Adjuster,Effect Monster,WIND,800,800,3
Risebell the Star Psycher,Effect Monster,WIND,1500,1500,4
Rising Air Current,Spell Card,,,,
Rising Energy,Trap Card,,,,
Rising Fire,Spell Card,,,,
Rising Sun Slash,Spell Card,,,,
Rite of Aramesir,Spell Card,,,,
Rite of Spirit,Trap Card,,,,
Ritual Beast Ambush,Trap Card,,,,
Ritual Beast Inheritance,Spell Card,,,,
Ritual Beast Return,Spell Card,,,,
Ritual Beast Steeds,Trap Card,,,,
Ritual Beast Tamer Elder,Effect Monster,WIND,200,1000,2
Ritual Beast Tamer Lara,Effect Monster,WIND,100,2000,1
Ritual Beast Tamer Wen,Effect Monster,WIND,1500,1000,3
Ritual Beast's Bond,Spell Card,,,,
Ritual Buster,Trap Card,,,,
Ritual Cage,Spell Card,,,,
Ritual Foregone,Spell Card,,,,
Ritual of Destruction,Spell Card,,,,
Ritual of Grace,Spell Card,,,,
Ritual Raven,Effect Monster,DARK,300,300,1
Ritual Sanctuary,Spell Card,,,,
Ritual Sealing,Trap Card,,,,
Ritual Weapon,Spell Card,,,,
Rivalry of Warlords,Trap Card,,,,
Roar of the Blue-Eyed Dragons,Spell Card,,,,
Roar of the Earthbound Immortal,Trap Card,,,,
Roaring Earth,Trap Card,,,,
Robbin' Goblin,Trap Card,,,,
Robbin' Zombie,Trap Card,,,,
Robolady,Normal Monster,EARTH,450,900,3
Robot Buster Destruction Sword,Effect Monster,DARK,1600,1200,4
Robotic Knight,Normal Monster,FIRE,1600,1800,4
Roboyarou,Normal Monster,EARTH,900,450,3
Roc from the Valley of Haze,Effect Monster,WIND,2400,1400,6
Rock Band Xenoguitar,Effect Monster,EARTH,1000,2000,4
Rock Bombardment,Trap Card,,,,
Rock Ogre Grotto #1,Normal Monster,EARTH,800,1200,3
Rock Ogre Grotto #2,Normal Monster,EARTH,700,1400,3
Rock Scales,Effect Monster,WATER,2100,1600,5
Rock Spirit,Normal Monster,EARTH,1650,1900,5
Rocket Arrow Express,Effect Monster,EARTH,5000,0,10
Rocket Hand,Trap Card,,,,
Rocket Jumper,Effect Monster,EARTH,1000,800,3
Rocket Pilder,Spell Card,,,,
Rocket Warrior,Effect Monster,LIGHT,1500,1300,4
Rockstone Warrior,Effect Monster,EARTH,1800,1600,4
Rod of Silence - Kay'est,Spell Card,,,,
Rod of the Mind's Eye,Spell Card,,,,
Rodenut,Effect Monster,EARTH,100,100,1
Rogue Doll,Normal Monster,LIGHT,1600,1000,4
Rogue of Endymion,Effect Monster,FIRE,1500,200,3
Rokket Coder,Effect Monster,DARK,1700,300,4
Rokket Recharger,Effect Monster,DARK,0,2100,4
Roll Out!,Trap Card,,,,
ROM Cloudia,Effect Monster,DARK,1800,0,4
Ronintoadin,Effect Monster,WATER,100,2000,2
Rookie Fur Hire,Spell Card,,,,
Rookie Warrior Lady,Effect Monster,EARTH,1000,800,3
Root Water,Normal Monster,WATER,900,800,3
Rope of Life,Trap Card,,,,
"Rosaria, the Stately Fallen Angel",Effect Monster,EARTH,2900,2400,8
Rose Archer,Effect Monster,EARTH,1000,100,3
Rose Bell of Revelation,Spell Card,,,,
Rose Bud,Spell Card,,,,
Rose Fairy,Effect Monster,WIND,600,1200,3
Rose Lover,Effect Monster,EARTH,800,800,1
Rose Paladin,Effect Monster,EARTH,1800,200,4
Rose Papillon,Effect Monster,WIND,1400,800,3
Rose Princess,Effect Monster,EARTH,1200,800,3
Rose Shaman,Effect Monster,EARTH,1700,200,4
Rose Tentacles,Effect Monster,EARTH,2200,1200,6
Rose Witch,Effect Monster,EARTH,1600,1000,4
Roulette Barrel,Effect Monster,LIGHT,1000,2000,4
Roulette Spider,Spell Card,,,,
Royal Command,Trap Card,,,,
Royal Decree,Trap Card,,,,
Royal Firestorm Guards,Effect Monster,FIRE,1700,1200,4
Royal Guard,Normal Monster,EARTH,1900,2200,6
Royal Keeper,Effect Monster,EARTH,1600,1700,4
Royal Knight,Effect Monster,LIGHT,1300,800,3
Royal Knight of the Ice Barrier,Effect Monster,WATER,2000,2000,5
Royal Magical Library,Effect Monster,LIGHT,0,2000,4
Royal Oppression,Trap Card,,,,
Royal Penguins Garden,Spell Card,,,,
Royal Prison,Trap Card,,,,
Royal Rhino with Deceitful Dice,Effect Monster,EARTH,600,600,1
Royal Straight,Spell Card,,,,
Royal Straight Slasher,Effect Monster,LIGHT,2400,1350,6
Royal Surrender,Trap Card,,,,
Royal Tribute,Spell Card,,,,
Royal Writ of Taxation,Trap Card,,,,
Rude Kaiser,Normal Monster,EARTH,1800,1600,5
Ruffian Railcar,Effect Monster,EARTH,1800,1000,4
Ruins of the Divine Dragon Lords,Spell Card,,,,
Runaway Karakuri,Spell Card,,,,
Runick Allure,Spell Card,,,,
Runick Destruction,Spell Card,,,,
Runick Dispelling,Spell Card,,,,
Runick Flashing Fire,Spell Card,,,,
Runick Fountain,Spell Card,,,,
Runick Freezing Curses,Spell Card,,,,
Runick Golden Droplet,Spell Card,,,,
Runick Slumber,Spell Card,,,,
Runick Smiting Storm,Spell Card,,,,
Runick Tip,Spell Card,,,,
Rush Recklessly,Spell Card,,,,
Rush Warrior,Effect Monster,WIND,300,1200,2
Ruthless Denial,Spell Card,,,,
"Ryko, Twilightsworn Fighter",Effect Monster,DARK,200,100,2
Ryu Kokki,Effect Monster,DARK,2400,2000,6
Ryu Okami,Effect Monster,LIGHT,2900,1200,8
Ryu-Ge Realm - Dino Domains,Spell Card,,,,
Ryu-Ge Realm - Sea Spires,Spell Card,,,,
Ryu-Ge Realm - Wyrm Winds,Spell Card,,,,
Ryu-Ge Rising,Spell Card,,,,
Ryu-Ge Rivalry,Trap Card,,,,
Ryu-Ge War Zone,Spell Card,,,,
Ryu-Kishin,Normal Monster,DARK,1000,500,3
Ryu-Kishin Clown,Effect Monster,DARK,800,500,2
Ryu-Kishin Powered,Normal Monster,DARK,1600,1200,4
Ryu-Ran,Normal Monster,FIRE,2200,2600,7
Ryzeal Cross,Spell Card,,,,
Ryzeal Plasma Hole,Trap Card,,,,
Ryzeal Plugin,Spell Card,,,,
S-Force Bridgehead,Spell Card,,,,
S-Force Chase,Trap Card,,,,
S-Force Dog Tag,Effect Monster,LIGHT,1600,2100,5
S-Force Edge Razor,Effect Monster,DARK,1500,1300,4
S-Force Gravitino,Effect Monster,LIGHT,2000,1400,5
S-Force Lapcewell,Effect Monster,LIGHT,2400,2500,6
S-Force Orrafist,Effect Monster,LIGHT,1800,1000,4
S-Force Pla-Tina,Effect Monster,DARK,2200,2000,6
S-Force Professor DiGamma,Effect Monster,DARK,1000,1500,3
S-Force Rappa Chiyomaru,Effect Monster,DARK,800,1000,2
S-Force Retroactive,Effect Monster,LIGHT,0,0,1
S-Force Showdown,Spell Card,,,,
S-Force Specimen,Trap Card,,,,
Saambell the Summoner,Effect Monster,WIND,600,400,2
Sabatiel - The Philosopher's Stone,Spell Card,,,,
Saber Beetle,Effect Monster,EARTH,2400,600,6
Saber Hole,Trap Card,,,,
Saber Reflection,Spell Card,,,,
Saber Shark,Effect Monster,WATER,1600,1200,4
Saber Slash,Spell Card,,,,
Saber Vault,Spell Card,,,,
Sabersaurus,Normal Monster,EARTH,1900,500,4
Sacred Arch-Airknight Parshath,Effect Monster,LIGHT,2800,2300,9
Sacred Crane,Effect Monster,LIGHT,1600,400,4
Sacred Fire King Garunix,Effect Monster,FIRE,2700,1700,8
Sacred Phoenix of Nephthys,Effect Monster,FIRE,2400,1600,8
Sacred Scrolls of the Gizmek Legend,Spell Card,,,,
Sacred Serpent's Wake,Spell Card,,,,
Sacred Sword of Seven Stars,Spell Card,,,,
Sacrifice Level-Up,Spell Card,,,,
"Sadion, the Timelord",Effect Monster,WIND,0,0,10
Safe Zone,Trap Card,,,,
"Saffira, Dragon Queen of the Voiceless Voice",Effect Monster,LIGHT,2500,2400,6
Saga of the Dragon Emperor,Spell Card,,,,
Sage of Benevolence - Ciela,Effect Monster,WATER,2200,1000,6
Sage of Silence,Effect Monster,LIGHT,1400,1000,4
Sage of Stillness,Effect Monster,LIGHT,1400,1000,4
Sage of Strength - Akash,Effect Monster,FIRE,2400,200,5
Sage of Wisdom - Himmel,Effect Monster,EARTH,500,2500,5
Sage's Stone,Spell Card,,,,
Saggi the Dark Clown,Normal Monster,DARK,600,1500,3
"Sagitta, Maverick Fur Hire",Effect Monster,WIND,1200,2400,5
Sakuretsu Armor,Trap Card,,,,
Salamandra,Spell Card,,,,
Salamandra Fusion,Spell Card,,,,
Salamandra with Chain,Trap Card,,,,
"Salamandra, the Flying Flame Dragon",Effect Monster,FIRE,700,1600,2
Salamangreat Beat Bison,Effect Monster,FIRE,2800,1000,8
Salamangreat Burning Shell,Spell Card,,,,
Salamangreat Charge,Spell Card,,,,
Salamangreat Circle,Spell Card,,,,
Salamangreat Claw,Spell Card,,,,
Salamangreat Coyote,Effect Monster,FIRE,1000,200,3
Salamangreat Falco,Effect Monster,FIRE,1200,1600,4
Salamangreat Fennec,Effect Monster,FIRE,1600,200,3
Salamangreat Fowl,Effect Monster,FIRE,1800,200,4
Salamangreat Foxer,Effect Monster,FIRE,1200,1000,3
Salamangreat Foxy,Effect Monster,FIRE,1000,1200,3
Salamangreat Gazelle,Effect Monster,FIRE,1500,1000,3
Salamangreat Gift,Trap Card,,,,
Salamangreat Jack Jaguar,Effect Monster,FIRE,1800,1200,4
Salamangreat Meer,Effect Monster,FIRE,800,600,2
Salamangreat Mole,Effect Monster,FIRE,0,0,1
Salamangreat of Fire,Effect Monster,FIRE,800,800,2
Salamangreat Parro,Effect Monster,FIRE,2000,1000,5
Salamangreat Raccoon,Effect Monster,FIRE,400,800,1
Salamangreat Rage,Trap Card,,,,
Salamangreat Recureance,Spell Card,,,,
Salamangreat Revive,Trap Card,,,,
Salamangreat Roar,Trap Card,,,,
Salamangreat Sanctuary,Spell Card,,,,
Salamangreat Spinny,Effect Monster,FIRE,1000,1500,3
Salamangreat Transcendence,Spell Card,,,,
Salamangreat Wolvie,Effect Monster,FIRE,1700,1000,4
Salamangreat Zebroid X,Effect Monster,FIRE,1500,100,4
Sales Ban,Spell Card,,,,
Sales Pitch,Trap Card,,,,
Salvage,Spell Card,,,,
Salvage Warrior,Effect Monster,WATER,1900,1600,5
Salvagent Driver,Effect Monster,LIGHT,2200,2100,6
Samsara,Spell Card,,,,
Samsara D Lotus,Effect Monster,DARK,0,0,1
Samsara Dragon,Effect Monster,LIGHT,0,0,1
Samsara Kaiser,Effect Monster,EARTH,200,100,2
Samsara Lotus,Effect Monster,DARK,0,0,1
Samurai of the Ice Barrier,Effect Monster,WATER,1800,1500,4
Samurai Skull,Effect Monster,DARK,1700,0,4
Samurai Sword Baron,Effect Monster,EARTH,1600,1200,4
Sand Gambler,Effect Monster,LIGHT,300,1600,3
Sand Moth,Effect Monster,EARTH,1000,2000,4
Sand Stone,Normal Monster,EARTH,1300,1600,5
"Sandaion, the Timelord",Effect Monster,LIGHT,4000,4000,10
Sanga of the Thunder,Effect Monster,LIGHT,2600,2200,7
Sangan,Effect Monster,DARK,1000,600,3
Sangen Furo,Spell Card,,,,
Sangen Kaiho,Trap Card,,,,
Sangen Kaimen,Spell Card,,,,
Sangen Summoning,Spell Card,,,,
Sanguine Swamp,Trap Card,,,,
Santa Claws,Effect Monster,LIGHT,1200,2500,6
Saqlifice,Spell Card,,,,
Sargasso Lighthouse,Spell Card,,,,
Sargasso the D.D. Battlefield,Spell Card,,,,
Sari of the Silverwing Axe,Effect Monster,LIGHT,500,100,3
Saryuja's Shackles,Trap Card,,,,
Sasuke Samurai,Effect Monster,WIND,500,800,2
Sasuke Samurai #2,Effect Monster,WIND,200,300,1
Sasuke Samurai #3,Effect Monster,LIGHT,1000,1000,3
Sasuke Samurai #4,Effect Monster,WIND,1200,1200,4
Satellarknight Alsahm,Effect Monster,LIGHT,1400,1800,4
Satellarknight Altair,Effect Monster,LIGHT,1700,1300,4
Satellarknight Betelgeuse,Effect Monster,LIGHT,700,1900,4
Satellarknight Capella,Effect Monster,LIGHT,1100,2000,4
Satellarknight Deneb,Effect Monster,LIGHT,1500,1000,4
Satellarknight Procyon,Effect Monster,LIGHT,1300,1200,4
Satellarknight Rigel,Effect Monster,LIGHT,1900,700,4
Satellarknight Sirius,Effect Monster,LIGHT,1600,900,4
Satellarknight Skybridge,Spell Card,,,,
Satellarknight Unukalhai,Effect Monster,LIGHT,1800,1000,4
Satellarknight Vega,Effect Monster,LIGHT,1200,1600,4
Satellite Cannon,Effect Monster,LIGHT,0,0,5
Sauge de Fleur,Effect Monster,DARK,2900,0,8
"Sauravis, Dragon Sage of the Voiceless Voice",Effect Monster,LIGHT,2600,2800,7
Sauropod Brachion,Effect Monster,EARTH,1500,3000,8
Savage Colosseum,Spell Card,,,,
Scanner,Effect Monster,LIGHT,-1,-1,1
Scapegoat,Spell Card,,,,
Scar of the Vendread,Effect Monster,DARK,2300,0,6
Scareclaw Acro,Effect Monster,EARTH,0,2000,3
Scareclaw Alternative,Trap Card,,,,
Scareclaw Arrival,Spell Card,,,,
Scareclaw Astra,Effect Monster,EARTH,0,1300,3
Scareclaw Belone,Effect Monster,EARTH,0,1700,3
Scareclaw Decline,Spell Card,,,,
Scareclaw Defanging,Spell Card,,,,
Scareclaw Kashtira,Effect Monster,EARTH,0,2600,7
Scareclaw Reichheart,Effect Monster,DARK,1500,2100,4
Scareclaw Sclash,Trap Card,,,,
Scareclaw Straddle,Spell Card,,,,
Scareclaw Twinsaw,Trap Card,,,,
Scarlet Security,Spell Card,,,,
"Scarm, Malebranche of the Burning Abyss",Effect Monster,DARK,800,2000,3
"Scarr, Scout of Dark World",Effect Monster,DARK,500,500,2
Scary Moth,Effect Monster,WIND,1800,2300,6
Scatter Fusion,Spell Card,,,,
Schwarzschild Infinity Dragon,Effect Monster,DARK,2000,0,8
Schwarzschild Limit Dragon,Effect Monster,DARK,2000,0,8
Science Soldier,Normal Monster,DARK,800,800,3
Score the Melodious Diva,Effect Monster,LIGHT,200,200,2
Scourge of the White Forest,Spell Card,,,,
Scramble Egg,Trap Card,,,,
Scramble!! Scramble!!,Spell Card,,,,
Scrap Breaker,Effect Monster,EARTH,2100,700,6
Scrap Chimera,Effect Monster,EARTH,1700,500,4
Scrap Crash,Trap Card,,,,
Scrap Factory,Spell Card,,,,
Scrap Fist,Spell Card,,,,
Scrap Golem,Effect Monster,EARTH,2300,1400,5
Scrap Hunter,Effect Monster,EARTH,1600,400,3
Scrap Kong,Effect Monster,EARTH,2000,1000,4
Scrap Lube,Spell Card,,,,
Scrap Rage,Trap Card,,,,
Scrap Recycler,Effect Monster,EARTH,900,1200,3
Scrap Searcher,Effect Monster,EARTH,100,300,1
Scrap Shark,Effect Monster,EARTH,2100,0,4
Scrap Sheen,Spell Card,,,,
Scrap-Iron Sacred Statue,Trap Card,,,,
Scrap-Iron Scarecrow,Trap Card,,,,
Scrap-Iron Signal,Trap Card,,,,
Scrap-Iron Statue,Trap Card,,,,
Scrapstorm,Spell Card,,,,
Scrapyard,Spell Card,,,,
Screams of the Branded,Trap Card,,,,
Scroll of Bewitchment,Spell Card,,,,
Scrounging Goblin,Effect Monster,EARTH,1000,2000,4
Scrubbed Raid,Trap Card,,,,
Scrum Force,Trap Card,,,,
Scrypton,Effect Monster,WATER,1500,1500,5
Sea Archiver,Effect Monster,WATER,300,2100,3
Sea Kamen,Normal Monster,WATER,1100,1300,4
Sea King Dragon,Normal Monster,WATER,2000,1700,6
Sea Koala,Effect Monster,EARTH,100,1600,2
Sea Lancer,Effect Monster,WATER,1300,1000,5
Sea Lord's Amulet,Spell Card,,,,
Sea Serpent Warrior of Darkness,Normal Monster,WATER,1800,1500,4
Sea Stealth Attack,Trap Card,,,,
Sea Stealth II,Spell Card,,,,
Seal of the Ancients,Spell Card,,,,
Seal of Wickedness,Trap Card,,,,
"Seal, Strategist Fur Hire",Effect Monster,DARK,1600,1000,4
Sealing Ceremony of Katon,Trap Card,,,,
Sealing Ceremony of Mokuton,Trap Card,,,,
Sealing Ceremony of Raiton,Trap Card,,,,
Sealing Ceremony of Suiton,Trap Card,,,,
Sealmaster Meisei,Normal Monster,DARK,1100,900,3
Search Striker,Effect Monster,WIND,1600,1200,4
Searing Fire Wall,Spell Card,,,,
Sebek's Blessing,Spell Card,,,,
Second Booster,Effect Monster,FIRE,1000,500,3
Second Coin Toss,Spell Card,,,,
Second Expedition into Danger!,Trap Card,,,,
Secret Barrel,Trap Card,,,,
Secret Blast,Trap Card,,,,
Secret Guards of the Ice Barrier,Effect Monster,WATER,100,1600,2
Secret Pass to the Treasures,Spell Card,,,,
Secret Password,Spell Card,,,,
Secret Sanctuary of the Spellcasters,Spell Card,,,,
Secret Sect Druid Dru,Effect Monster,DARK,1800,0,4
Secret Sect Druid Wid,Effect Monster,DARK,0,1800,4
Secret Six Samurai - Doji,Effect Monster,DARK,1700,1200,4
Secret Six Samurai - Hatsume,Effect Monster,WATER,1600,1500,3
Secret Six Samurai - Kizaru,Effect Monster,EARTH,1900,1000,4
Secret Skills of the Six Samurai,Spell Card,,,,
Secret Village of the Spellcasters,Spell Card,,,,
Secrets of Dark Magic,Spell Card,,,,
Secrets of the Gallant,Trap Card,,,,
Sectarian of Secrets,Normal Monster,DARK,700,500,2
Security Block,Spell Card,,,,
Security Orb,Trap Card,,,,
Seed Cannon,Spell Card,,,,
Seed of Deception,Spell Card,,,,
Seed of Flame,Effect Monster,FIRE,1600,1200,3
Seed-Spitting Saplings,Effect Monster,LIGHT,1600,200,4
Segmental Dragon,Effect Monster,LIGHT,2600,2400,7
Seismic Crasher,Effect Monster,EARTH,1400,300,3
Seismic Shockwave,Trap Card,,,,
Seiyaryu,Normal Monster,LIGHT,2500,2300,7
Sekka's Light,Spell Card,,,,
Seleglare the Luminous Lunar Dragon,Effect Monster,LIGHT,2400,1000,6
Selettrice Vaalmonica,Effect Monster,WATER,1200,1200,4
Self-Destruct Button,Trap Card,,,,
Self-Mummification,Spell Card,,,,
Senet Switch,Spell Card,,,,
Sengenjin,Normal Monster,EARTH,2750,2500,8
Sengenjin Wakes from a Millennium,Effect Monster,EARTH,2750,2500,8
Senior Silver Ninja,Effect Monster,EARTH,2300,2200,6
Senju of the Thousand Hands,Effect Monster,LIGHT,1400,1000,4
Senko the Skybolt Star,Effect Monster,LIGHT,2400,0,7
Senri Eye,Spell Card,,,,
Sentence of Doom,Trap Card,,,,
Sentinel of the Seas,Normal Monster,WATER,1300,1000,4
Sentinel of the Tistina,Effect Monster,WIND,1200,1400,3
Sentry Soldier of Stone,Effect Monster,EARTH,1300,2000,3
"Sephylon, the Ultimate Timelord",Effect Monster,LIGHT,4000,4000,10
Serenade the Melodious Diva,Effect Monster,LIGHT,400,1900,4
Serene Psychic Witch,Effect Monster,EARTH,1400,1200,3
Sergeant Electro,Effect Monster,FIRE,1600,1300,4
Serial Spell,Spell Card,,,,
Serpent Marauder,Normal Monster,EARTH,700,600,2
Serpent Night Dragon,Normal Monster,DARK,2350,2400,7
Serpent Suppression,Trap Card,,,,
Serpentine Princess,Effect Monster,WATER,1400,2000,4
Servant of Catabolism,Effect Monster,LIGHT,700,500,3
Service Puppet Play,Trap Card,,,,
"Serziel, Watcher of the Evil Eye",Effect Monster,DARK,1600,1400,4
Set Rotation,Spell Card,,,,
Setuppercut,Trap Card,,,,
Seven Cities of the Golden Land,Spell Card,,,,
Seven Tools of the Bandit,Trap Card,,,,
Seventh Ascension,Spell Card,,,,
Seventh Eternity,Trap Card,,,,
Seventh Force,Spell Card,,,,
Seventh Tachyon,Spell Card,,,,
Sextet Summon,Spell Card,,,,
Shaddoll Core,Trap Card,,,,
Shaddoll Fusion,Spell Card,,,,
Shaddoll Schism,Trap Card,,,,
Shadow Ghoul,Effect Monster,DARK,1600,1300,5
Shadow Ghoul of the Labyrinth,Effect Monster,DARK,1600,1300,5
Shadow Impulse,Trap Card,,,,
Shadow of Eyes,Trap Card,,,,
Shadow Specter,Normal Monster,DARK,500,200,1
Shadow Spell,Trap Card,,,,
Shadow Toon,Spell Card,,,,
Shadow Vampire,Effect Monster,DARK,2000,0,5
Shadow-Imprisoning Mirror,Trap Card,,,,
Shadow's Light,Spell Card,,,,
Shadowknight Archfiend,Effect Monster,WIND,2000,1600,4
Shadowpriestess of Ohm,Effect Monster,DARK,1700,1600,4
Shadowslayer,Effect Monster,DARK,1400,200,4
"Shafu, the Wheeled Mayakashi",Effect Monster,EARTH,1200,400,3
Shaman of the Ashened City,Effect Monster,DARK,1300,1200,4
Shapesister,Trap Card,,,,
Shapesnatch,Normal Monster,DARK,1200,1700,5
Shard of Greed,Spell Card,,,,
Share the Pain,Spell Card,,,,
Shared Ride,Spell Card,,,,
Shark Cruiser,Effect Monster,WATER,1800,2200,5
Shark Stickers,Effect Monster,WATER,200,1000,3
Sharkraken,Effect Monster,WATER,2400,2100,6
Sharv Sarga,Trap Card,,,,
Shattered Axe,Trap Card,,,,
Shell Knight,Effect Monster,EARTH,0,2000,4
Shell of Chaos,Effect Monster,DARK,1600,0,4
Shelrokket Dragon,Effect Monster,DARK,1100,2000,2
Shield & Sword,Spell Card,,,,
Shield Crush,Spell Card,,,,
Shield Handler,Trap Card,,,,
Shield of the Millennium Dynasty,Effect Monster,EARTH,0,3000,5
Shield Spear,Trap Card,,,,
Shield Warrior,Effect Monster,EARTH,800,1600,3
Shield Wing,Effect Monster,WIND,0,900,2
Shield Worm,Effect Monster,EARTH,800,2000,4
Shien's Advisor,Effect Monster,EARTH,1200,400,4
Shien's Castle of Mist,Spell Card,,,,
Shien's Daredevil,Effect Monster,EARTH,1600,1000,4
Shien's Dojo,Spell Card,,,,
Shien's Footsoldier,Effect Monster,EARTH,700,300,2
Shien's Scheme,Trap Card,,,,
Shien's Smoke Signal,Spell Card,,,,
Shien's Spy,Spell Card,,,,
Shift,Trap Card,,,,
Shifting Shadows,Spell Card,,,,
Shinato's Ark,Spell Card,,,,
Shine Knight,Effect Monster,LIGHT,400,1900,3
Shine Palace,Spell Card,,,,
Shining Abyss,Normal Monster,LIGHT,1600,1800,4
Shining Angel,Effect Monster,LIGHT,1400,800,4
Shining Draw,Spell Card,,,,
Shining Friendship,Normal Monster,LIGHT,1300,1100,4
Shining Hope Road,Spell Card,,,,
Shining Piecephilia,Effect Monster,LIGHT,700,2000,4
Shining Sarcophagus,Spell Card,,,,
Shining Silver Force,Trap Card,,,,
Shinobird Power Spot,Spell Card,,,,
Shinobird Salvation,Trap Card,,,,
Shinobird's Calling,Spell Card,,,,
"Shiny Black ""C""",Effect Monster,EARTH,200,500,1
"Shiny Black ""C"" Squadder",Normal Monster,EARTH,2000,0,4
Shiranui Samurai,Effect Monster,FIRE,1800,0,4
Shiranui Smith,Effect Monster,FIRE,1000,0,4
Shiranui Solitaire,Effect Monster,FIRE,500,0,4
Shiranui Spiritmaster,Effect Monster,FIRE,1500,0,4
Shiranui Squire,Effect Monster,FIRE,1500,0,4
Shiranui Style Samsara,Trap Card,,,,
Shiranui Style Solemnity,Spell Card,,,,
Shiranui Style Success,Trap Card,,,,
Shiranui Style Swallow's Slash,Trap Card,,,,
Shiranui Style Synthesis,Spell Card,,,,
Shiranui Swordmaster,Effect Monster,FIRE,600,0,2
"Shire, Lightsworn Spirit",Effect Monster,LIGHT,400,1400,3
Shock Surprise,Spell Card,,,,
Shock Troops of the Ice Barrier,Effect Monster,WATER,1500,800,3
Shocktopus,Effect Monster,WATER,1600,800,4
Shogi Knight,Effect Monster,EARTH,800,400,3
Shogi Lance,Effect Monster,EARTH,500,500,3
Shooting Star,Trap Card,,,,
Shooting Star Bow - Ceal,Spell Card,,,,
Shopina the Melodious Maestra,Effect Monster,LIGHT,2300,1700,7
Shore Knight,Effect Monster,WATER,1400,1200,4
Short Circuit,Spell Card,,,,
Shovel Crusher,Normal Monster,EARTH,900,1200,3
Showdown of the Secret Sense Scroll Techniques,Trap Card,,,,
Shreddder,Effect Monster,EARTH,1600,1000,4
Shrine of Mist Valley,Spell Card,,,,
Shrink,Spell Card,,,,
Shuffle Reborn,Spell Card,,,,
"Shurit, Strategist of the Nekroz",Effect Monster,WATER,300,1800,3
Shutendoji,Effect Monster,EARTH,1500,800,4
Shuttleroid,Effect Monster,WIND,1000,1200,4
Side Effects?,Trap Card,,,,
Signs of the Tistina,Trap Card,,,,
Silent Abyss,Effect Monster,WATER,2000,1500,7
Silent Angler,Effect Monster,WATER,800,1400,4
Silent Burning,Spell Card,,,,
Silent Doom,Spell Card,,,,
Silent Graveyard,Spell Card,,,,
Silent Insect,Effect Monster,EARTH,200,300,2
Silent Magician,Effect Monster,LIGHT,1000,1000,4
Silent Magician LV4,Effect Monster,LIGHT,1000,1000,4
Silent Magician LV8,Effect Monster,LIGHT,3500,1000,8
Silent Magician Zero,Effect Monster,LIGHT,1000,1000,4
Silent Paladin,Effect Monster,LIGHT,500,1500,4
Silent Psychic Wizard,Effect Monster,EARTH,1900,0,4
Silent Sea Nettle,Effect Monster,WATER,800,1300,4
Silent Strider,Effect Monster,EARTH,300,700,2
Silent Sword Slash,Spell Card,,,,
Silent Swordsman,Effect Monster,LIGHT,1000,1000,4
Silent Swordsman LV3,Effect Monster,LIGHT,1000,1000,3
Silent Swordsman LV5,Effect Monster,LIGHT,2300,1000,5
Silent Swordsman LV7,Effect Monster,LIGHT,2800,1000,7
Silent Swordsman Zero,Effect Monster,LIGHT,1000,1000,4
Silent Wobby,Effect Monster,WATER,1000,2000,4
Silent Wolf Calupo,Effect Monster,DARK,1400,1400,4
Silhouhatte Trick,Trap Card,,,,
"Sillva, Warlord of Dark World",Effect Monster,DARK,2300,1400,5
Silpheed,Effect Monster,WIND,1700,700,4
Silver Bow and Arrow,Spell Card,,,,
Silver Fang,Normal Monster,EARTH,1200,800,3
